fm_id,RecordID,Title,alt_title,language,d1,m1,y1,d2,m2,y2,format,publication_place_fk
2351,9992242003001488,Physica,Tractatus de cosmographia dictatus ab erudissimo domino dno Petro Josepho Heylen philosophiæ professore secundario in Celeberrimo falconis pedagogio lovanii. Scripsit Gaspar Josephus Michaël Ullens antverpiensis/Tractatus de cosmographia dictatus ab erudissimo domino d[omi]no Petro Josepho Heylen philosophiae professore secundario in celeberrimo Falconis pedagogio Lovanii. Scripsit Gaspar Josephus Michaël Ullens Antverpiensis,Latin,0,0,1769,0,0,1769,191 x 155 mm.,2
2352,9992246345201488,Logica,Dictata Logicalia Magis ppalia Sub Doctissimo Domino dno Joe Bapt: Scheppero Mechliniensi S.T.B.F. Nec non Celeberrimi Pædag: Porcensis Professore Primario Scribebat Daniel Vanden Kerckhoven Antuerpiensis. 1650/Dictata logicalia Magis p[rinci]palia sub doctissimo Domino D[omi]no Jo[ann]e Bapt[ista]: Scheppero Mechliniensi S.T.B.F. Nec non celeberrimi paedag[ogii]: Porcensis professore primario. Scribebat Daniel Vanden Kerckhoven Antverpiensis. 1650/Dictata logicalia Minus Principalia Sub Doctissimo Domino D. Judoco Houbraken Geldropio S.T.L. Nec non Celeberimi Pædag: Porcensis Professore sdario Scribebat Daniel Vanden Kerckhoven Antuerpiensis/Dictata logicalia minus principalia sub doctissimo Domino D[omino]. Judoco Houbraken Geldropio S.T.L. Nec non celeberimi paedag[ogio]: Porcensis professore s[ecun]dario. Scribebat Daniel Vanden Kerckhoven Antverpiensis,Latin,0,0,1650,0,0,1650,205 x 170 mm.,2
2353,9992246804101488,Physica,Phÿsicæ pars secvnda/Phijsicæ pars [prima] secunda dictata a doctissimo domino schiets Bruxellensi professore secundario in pædagogio castri Lovanii Scripta a joe francisco josepho Denoefbourg montense. annis 1705 et 1706/Physicae pars [prima] secunda dictata a doctissimo domino Schiets Bruxellensi professore secundario in paedagogio Castri Lovanii. Scripta a Jo[ann]e Francisco Josepho Denoefbourg Montense. Annis 1705 et 1706,Latin,0,0,1705,0,0,1706,205 x 165 mm.,2
2354,9992246897201488,Logica,"Dictata logicalia et physicalia In universam Aristotelis phiam partim sub doctissimo domino domino Philippo Hvart S.T.B.F. partim sub doctissimo domino domino Ioe. Petræo Scade S.T.L. Philosophiæ in pædagogio porcensi professoribus Lovanÿ scribebat Antonius De Loose Bruxellensis. Anno salutis humaniæ MDCXXXIX./Dictata logicalia et physicalia In universam Aristotelis ph[ilosoph]iam partim sub doctissimo domino domino Philippo Huart S.T.B.F., partim sub doctissimo domino domino Io[ann]e. Petræo Scade S.T.L. Philosophiae in paedagogio Porcensi professoribus Lovanii. Scribebat Antonius De Loose Bruxellensis. Anno salutis humaniae MDCXXXIX.",Latin,0,0,1639,0,0,1641,320 x 210 mm.,2
2355,9992247586101488,Physica,Philosophiae naturalis/Physica universi/Metaphysica,Latin,0,0,1739,0,0,1739,195 x 150 mm.,2
2356,9992249564201488,Logica,Logica Realis Dictata A Doctissimo nec non Eruditissimo D. D. Petit ex Wanferée professore Primario in Celeberrimo Pœdagogio Falconis Scripta vero a [...] Lepage perwetano anno Domini 1762/Logica realis dictata a doctissimo nec non eruditissimo D[omino]. D[omino]. Petit ex Wanferée professore primario in celeberrimo poedagogio Falconis. Scripta vero a [...] Lepage Pervetano anno Domini 1762/Logica Sermocinalis Dictata A Doctissimo nec non Eruditissimo D. D. Guenne Lovaniensi Professore Secundario in Celeberrimo poedagogio Falconis anno Domini 1762/Logica sermocinalis dictata a doctissimo nec non eruditissimo D[omino]. D[omino]. Guenne Lovaniensi professore secundario in celeberrimo poedagogio Falconis anno Domini 1762,Latin,0,0,1762,0,0,1762,184 x 155 mm.,2
2357,9992251605601488,Repetitio medica : de intermittentius /,0,Latin,0,0,1760,0,0,1760,205 x 159 mm.,2
2358,9992253682801488,Physica,"Cosmographia in qua agitur De Sphæra, de totius Terrarum orbis descriptione, De Usu mapparum geographicarum, De usu Globorum geographicorum eorumque structura, De Hÿdrographia, de æstu maris, ac variis demum cœli Proprietatibus et mundi aspectabilis desciptionibus. annis 1767 et 1768 in florentissimi Pædagogio Castri. Dictavit Eruditissimus Philosophiæ professor Verheÿden. Scripsit Philosophiæ alumnus castrensis Carolus Rossi./Cosmographia in qua agitur De sphæra, De totius terrarum orbis descriptione, De usu mapparum geographicarum, De usu globorum geographicorum eorumque structura, De hydrographia, De æstu maris, ac variis demum coeli proprietatibus et mundi aspectabilis desciptionibus annis 1767 et 1768 in florentissimi paedagogio Castri. Dictavit eruditissimus philosophae professor Verheyden. Scripsit philosophiae alumnus Castrensis Carolus Rossi.",Latin,0,0,1767,0,0,1768,207 x 165 mm.,2
2359,9992254699401488,Physica,"Phÿsices Pars I. in quo agitur de Corpore naturali, de Motu, de gravitate, de Mæchanica et Hijdrostatica. Vivat Castrum et Carolus Rossi. Lippens 1769. Verheÿden 1769./Physices pars I., in quo agitur de corpore naturali, de motu, de gravitate, de maechanica et hyjdrostatica. Vivat Castrum et Carolus Rossi. Lippens 1769. Verheyden 1769./Tractatus de corpore naturali/Tractatus de motu corporum/Tractatus de gravitate corporum/Tractatus de mechanica/Tractatus de hydrostatica",Latin,0,0,1769,0,0,1769,205 x 160 mm.,2
2360,9992257388201488,Logica,Logica Sub doctissimo domino Domino Matthia Loncino Philosophiæ professore primario A° 1622/Logica Sub doctissimo domino Antonio Colins philosophiæ professore Anno 1621,Latin,0,0,1621,0,0,1626,300 x 205 mm.,2
2361,9992259064001488,Physica,0,Latin,0,0,1759,0,0,1760,200 x 165 mm.,2
2362,9992259094501488,Logica,"Logicæ pma pars Sub doctissimo Domino Dno Nicolao Lamine Professore primario Scribebat Cornelius van Riethouen Pedagij Castrensis Alumnus Lovany Anno 1688/Logicae p[ri]ma pars sub doctissimo Domino D[omi]no Nicolao Lamine professore primario. Scribebat Cornelius van Riethoven Peda[go]gij Castrensis Alumnus Lovanii. Anno 1688/Logicæ secunda pars, sub doctisso dno dno Ioes vanden hove professore secundarioque Scribebat Cor: Van riethoven, philosophus/Logicæ secunda pars, sub doctiss[im]o d[omi]no d[omi]no Io[ann]es vanden Hove professore secundarioque scribebat Cor[nelius]: van Riethoven, philosophus",Latin,0,0,1688,0,0,1689,215 x 165 mm.,2
2363,9992259486801488,Physica,Pars prima physices/Metaphysica in 3 partes,Latin,0,0,1756,0,0,1757,195 x 158 mm.,2
2364,9992259488401488,Physica,Pars secunda Physices seu physica universim,Latin,0,0,1756,0,0,1757,195 x 155 mm.,2
2365,9992259680001488,Metaphysica,0,Latin,0,0,1782,0,0,1783,206 x 165 mm.,2
2366,9992259682901488,Physica,Tractatus De Mechanica,Latin,0,0,1751,0,0,1797,193 x 160 mm.,2
2367,9992259740301488,Physica,Pars quarta physices/Tractatus De Aere/Tractatus De Aqua,Latin,0,0,1770,0,0,1770,185 x 120 mm.,2
2368,9992259742801488,Physica,Pars tertia physices/Tractatus De Metheoris/Tractatus De Gravitate,Latin,0,0,1770,0,0,1770,185 x 120 mm.,2
2369,9992260073401488,Physica,Elementa Electricitas/Elementa aeris/Tractatus De Sono,Latin,0,0,1784,0,0,1784,190 x 120 mm.,2
2370,9992260297901488,Logica,Prior pars Logicæ Sub Eruditissimo D: Dno De Decker philosophiæ in Castro professore primario. Scripsit wilhelmus Gerardus van Campen Amstelrodamenis Ao 1683 et 1684/Prior pars Logicae sub eruditissimo D[omino]: D[omi]no De Decker philosophiae in Castro professore primario. Scripsit Wilhelmus Gerardus van Campen Amstelrodamenis A[nn]o 1683 et 1684/Posterior Pars Logicæ Sub Eruditissimo D: Dno Van Goirle pædagogij Castrensis professore secundario. Scripsit Wilhelmus Gerardus Van Campen Amstelrodamensis Ao 1683 & 1684/Posterior pars Logicae sub eruditissimo D[omino]: D[omi]no Van Goirle paedagogii Castrensis professore secundario. Scripsit Wilhelmus Gerardus Van Campen Amstelrodamensis A[nn]o 1683 et 1684,Latin,0,0,1683,0,0,1684,210 x 160 mm.,2
2371,998150740101488,Physica,Elementa astronomiæ/Elementa geographiæ.,Latin,0,0,1780,0,0,1781,195 x 120 mm.,2
2372,998151430101488,Ethica. Physica,Tractatus De philosophiâ Morali Traditus a Doctissimo ac Reverendo admodum Domino Liebart Philosophiæ professore primario in Pædagogio Florentis Lilii Lovanii Scripsit L:P:J: Quinet ejusdem Pædagogii Philosophus 17anno92/Tractatus de philosophia morali traditus a doctissimo ac reverendo admodum Domino Liebart philosophiae professore primario in paedagogio florentis Lilii Lovanii. Scripsit L. P. J.  Quinet ejusdem paedagogii philosophus anno 1792/Tractatus de ethica/Elementa phÿsices/Tractatus de motu,Latin,0,0,1792,0,0,1792,195 x 125 mm.,2
2373,9918340830101488,Logica.,0,Latin,0,0,1668,0,0,1668,210 x 165 mm.,2
2374,9922526250101488,Physica,Commentarius in Physicam Aristotelis,Latin,0,0,1601,0,0,1700,215 x 165 mm.,2
2375,9922906810101488,Physica,Tractatus de aere/Tractatus de hydrostatica/Tractatus de electricitate,Latin,0,0,1701,0,0,1797,190 x 120 mm.,2
2376,9932490870101488,Physica,"Arithmetica./Arithmetica agens De quantitate Discreta accurate explicando omnes numerorum proprietates, in qua repertiur modus instituendi varias operationes, et de numeris ad se mutuo comparatis, variaeq[ue] proponuntur regulæ quæ in praxi solent adhiberi. Dictata a Doctissimo Domino D: Carolo Verlaine rupensi. Professore secundario in Celeberrimo pædagogio porcensi. 1730.",Latin,0,0,1730,0,0,1730,165 x 105 mm.,2
2377,9974819880101488,Physica,"Philosophia, dictata ab eruditissimis D: D: Page et Vanhamont hic non Sacrae theologiae licentiatis, professoribus in Celeberrimo pædagogio Porcensi Scripta vero a Sebastiano Josepho Renard ex Marcinelle Anno Domini 1746.",Latin,0,0,1746,0,0,1746,193 x 150 mm.,2
2378,9979902360101488,Physica.,0,Latin,0,0,1774,0,0,1775,190 x 160 mm.,2
2379,9979974500101488,Physica,Tractatus de motu corporum.,Latin,0,0,1779,0,0,1779,200 x 165 mm.,2
2380,9979975230101488,Physica,Tractatus de mechanica,Latin,0,0,1780,0,0,1780,204 x 165 mm.,2
2381,9979979380101488,Metaphysica.,Metaphijsica.,Latin,0,0,1779,0,0,1779,205 x 160 mm.,2
2382,9979980370101488,Physica,Tractatus de astronomia et geographia./Astronomia et geographia,Latin,0,0,1779,0,0,1779,202 x 165 mm.,2
2383,9979991410101488,Physica,Tractatus de arithemetica./Tractatus de Arithemetica in ordine ad promotionem generalem dictatus a consultissimo viro Domino Jo[anne]e francisco Grosse Lovanij in celeberrimo pædagogio porcensi. [Receptus vero a Gulielmo Broeckhoven Gelensi eiusdem pædagogij alumno] Anno 1725 pridie calendas Januarij.,Latin,0,0,1725,0,0,1725,167 x 105 mm.,2
2384,9979994270101488,Physica,Tractatus de igne/Tractatus de electricitate.,Latin,0,0,1796,0,0,1796,189 x 120 mm.,2
2385,9979996150101488,Physica,Tractatus de mechanica/Tractatus de hydrostatica,Latin,0,0,1795,0,0,1796,193 x 120 mm.,2
2386,9980008520101488,Physica,Elementa astronomiæ./Elementa astronomiæ dictata a Domino Van Leempoel Professore primario Pædagogii Porci quae conscripsit J: B: Serjacob ejusd: Pædagogii Philosphus 1796./Elementa astronomiae. Elementa geographiae. De astronomia theoretica,Latin,0,0,1796,0,0,1796,193 x 120 mm.,2
2387,9980010920101488,Physica,Tractatus de metaphysica./Tractatus De Metaphysica dictatus a Rdo. Do. Van Der Linden ex Hoolaert in celeberrimo Porcensi Pædagogio professore secundario ; Scriptusq: a P. J. Verhulst Bruxellensi 1796.,Latin,0,0,1796,0,0,1797,191 x 120 mm.,2
2388,9980013690101488,Physica,"Tractatus de principiis physicis./Tractatvs de principijs physicis./Tractatus de Physica dictatus a Dmo. W. Van Leempoel Roterdamo in celeberrimo Porcensi pædagogio Professor Primario, nec non Colegii Batavorum Pratide ; Scriptusq: a Petro Josepho Verhulst Bruxellensi anno 1797",Latin,0,0,1797,0,0,1797,191 x 115 mm.,2
2389,9980015510101488,Physica,Tractatus de electricitate./Tractatus de electricitate pertinens ad A: I: Xhicnesse./Tractatus de igne,Latin,0,0,1787,0,0,1787,190 x 115 mm.,2
2390,9980025940101488,Physica,Tractatus de astronomiâ.,Latin,0,0,1779,0,0,1779,185 x 120 mm.,2
2391,9980047390101488,Physica,"Physica, pars secunda/Tractatus de igne/Tractatus de aere/Tractatus de aqua/Tractatus de meteoris/Tractatus de electricitate/Tractatus de magnete/Tractatus de anatomia.",Latin,0,0,1774,0,0,1774,190 x 160 mm.,2
2392,9980062350101488,Rhetorica.,Rhetoricæ decursus sub disciplina D: D: Colin Lovanii in Collegio SanctissimæTrinitatis ao 1765 et 1766./Rhetoricae decursus sub disciplina D[omino]: D[omino]: Colin Lovanii in Collegio Sanctissimae Trinitatis a[nn]o 1765 et 1766.,Latin,0,0,1765,0,0,1766,205 x 160 mm.,2
2393,9980073640101488,Compendium chirurgiae.,Compendium chirurgiae sive Chrurgia medica dictata a clarissimo D D Narez 1737.,Latin,0,0,1737,0,0,1737,203 x 155 mm.,2
2394,9980078320101488,Physiologia cum quæstionibus.,Phijsiologia Dictata ab Expertissimo D: D: Le Roij Medicinae professore ordinario Ao 1780 ; adjiciuntur quaedam Quæstiones tentaminum E: D: D: Vonck et Exp: D: van Leempoel Ao 1780./Physiologia,Latin,0,0,1780,0,0,1780,208 x165 mm.,2
2395,9980112510101488,Physica,De gravitate et de hydrostatica./Tractatus de gravitate et Tractatus de hydrostatica,Latin,0,0,1778,0,0,1778,189 x 125 mm.,2
2396,9980116750101488,Physica,De mechanica/Tractatus de gravitate corporum terrestrium/Tractatus de hydrostatica/De aere,Latin,0,0,1780,0,0,1780,190 x 120 mm.,2
2397,9980119940101488,Physica,Tractatus de corpore naturali./Physica.,Latin,0,0,1701,0,0,1797,195 x 115 mm.,2
2398,9980130210101488,Ethica,Tractatus de ethic3,Latin,0,0,1781,0,0,1781,190 x 120 mm.,2
2399,9980133620101488,Physica,Tractatus de mechanica. Tractatus de hydrostatica,Latin,0,0,1792,0,0,1792,187 x 115 mm.,2
2400,9982425400101488,Physica,Physica universi.,Latin,0,0,1701,0,0,1797,207 x 160 mm.,2
2401,9982428510101488,Physica,Tractatus de mechanica./Elementa mechanicæ/Tractatus de mechanica,Latin,0,0,1783,0,0,1783,190 x 115 mm.,2
2402,9982442420101488,Physica,Tractatus de hydrostatica/Hijdrostatica Dictata ab Eruditissimo D: Dno Van Den Gheijn Philosophiæ Professore Secundario. Anno 1776. Beaucarne/Hydrostatica dictata ab eruditissimo D[omino] D[omi]no Van Den Gheyn philosophiae professore secundario. Anno 1776. Beaucarne,Latin,0,0,1776,0,0,1776,192 x 125 mm.,2
2403,9982443260101488,Physica,Tractatus de gravitate/Tractatus de gravitate dictatus ab eruditissimo Domino D: Van den Gheyn philosophiæ professore Secundario. Anno 1776. Joes franciscus Beaucarne/Tractatus de gravitate dictatus ab eruditissimo Domino D[omino] Van den Gheyn philosophiae professore secundario. Anno 1776. Jo[ann]es Franciscus Beaucarne,Latin,0,0,1776,0,0,1776,190 x 125 mm.,2
2404,9982444200101488,Physica,Tractatus de mundo subterraneo sive regno minerali.,Latin,0,0,1776,0,0,1776,192 x 125 mm.,2
2405,9982444800101488,Physica,Tractatus de corpore naturali.,Latin,0,0,1776,0,0,1776,198 x 130 mm.,2
2406,9982445190101488,Physica,Tractatus de gravitate corporum terrestrium.,Latin,0,0,1776,0,0,1776,200 x 125 mm.,2
2407,9982446350101488,Physica,Tractatus de mechanica,Latin,0,0,1776,0,0,1776,200 x 130 mm.,2
2408,9982447290101488,Physica,Tractatus de hydrostatica./Tractatus de gravitate/Tractatus de igne/Tractatus de hidrostatica Dictata a Doctissimo Dno Van Damme Professore primario [...] in Castro L. De Backer/Tractatus de hydrostatica dictata a doctissimo D[omi]no Van Damme professore primario [...] in Castro L. De Backer,Latin,0,0,1781,0,0,1781,190 x 120 mm.,2
2409,9982448600101488,Physica,Tractatus de geometria/De geometria/Elementa geometriæ,Latin,0,0,1751,0,0,1797,210 x 165 mm.,2
2410,9982450100101488,Physica,Tractatus de igne/Tractatus de sono/Tractatus de aere/Tractatus de hydrostatica/Tractatus de gravitate corporum,Latin,0,0,1751,0,0,1797,185 x 150 mm.,2
2411,9982451950101488,Physica,"Tractatus de motu, mechanica, gravitate, et hydrostatica./Tractatus De Motu, Mechanicâ, Gravitate, et Hijdro=statica. 1773. A. Bernardin 1773 Thenensi/Tractatus de mechanica/Tractatus de hydrostatica/Tractatus de motu/Tractatus de Gravitate",Latin,0,0,1772,0,0,1773,160 x 105 mm.,2
2412,9982453500101488,Physica,Tractatus de motu corporum./Tractatus De Motu corporum Dictatus a venerabili viro domino Van audenode phijlosophiæ professore 2dario in celeberrimo pedagogio porcensi. Lovanii Joes Baptista Stevenart anno dni 1784/Tractatus de motu corporum dictatus a venerabili viro domino Van Audenode philosophiae professore [secun]dario in celeberrimo pedagogio Porcensi. Lovanii Jo[ann]es Baptista Stevenart Anno D[omi]ni 1784,Latin,0,0,1784,0,0,1784,190 x 117 mm.,2
2413,9982454010101488,Physica,Tractatus de hydrostatica./Tractatus de hydrostaticâ dictatus a V. D. D. Simons P. S. nec non á J. B Estievenart conscriptus A° 1786°,Latin,0,0,1786,0,0,1786,190 x 117 mm.,2
2414,9982460260101488,Physica,Tractatus de arithmetica/Arithmetica dictata ab Eruditissimo D:D: Guilelielmo Van hamont S. Theologiæ Licentiato et Pædagogii Porcensis Professore primario ão 1772°/Arithmetica dictata ab eruditissimo D[omino] D[omino] Guilelielmo Van Hamont S[acrae] Theologiae Licentiato et Pædagogii Porcensis professore primario ã[nn]o 1772°,Latin,0,0,1772,0,0,1772,200 x 160 mm.,2
2415,9982461000101488,Physica,Elementa geometriæ/Tractatus de geometria,Latin,0,0,1772,0,0,1772,205 x 165 mm.,2
2416,9982462360101488,Physica,Tractatus de arithmetica.,Latin,0,0,1769,0,0,1769,200 x 160 mm.,2
2417,9982465140101488,Logica,Logica realis et Cosmographia.,Latin,0,0,1768,0,0,1768,197 x 160 mm.,2
2418,9982466190101488,Physica,Tractatus de igne/Tractatus de meteoria,Latin,0,0,1786,0,0,1786,189 x 115 mm.,2
2419,9982467090101488,Physica,Tractatus de motu corporum et gravitate./Tractatus de motu,Latin,0,0,1784,0,0,1784,200 x 125 mm.,2
2420,9982468040101488,Physica,Tractatus electricitatis/Elementa de igne/Tractatus de philosophia morali/Tractatus de vaporibus/Tractatus de magnete/Tractatus de sono/Tractatus Electricitatis a venerabili Ds Do Professore P: Vanaudenrod dictatus anno 1875. Scripsit L A Sterpin Ex Malien Namurcensis in Pædagogio apri anno 1785,Latin,0,0,1785,0,0,1785,200 x 130 mm.,2
2421,9982481200101488,Physica,Elementa astronomiæ. Elementa geographiæ.,Latin,0,0,1775,0,0,1777,195 x 120 mm.,2
2422,9982483310101488,Physica,Quaestiones arithmetica./Appendix quæstionum dictatas ab erudissimo D:D: Heijlen Philosophiæ professore primario Pædagogij celeberrimo falconis scriptus vero a Jacobo Bernardo Cruijt gandensi ejusd Pædagogigij alumno 1775 et 1776 1777/Appendix quæstionum dictatas ab erudissimo D[omino] D[omino] Heijlen Philosophiae professore primario paedagogii celeberrimo Falconis. Scriptus vero a Jacobo Bernardo Cruijt Gandensi ejusd[em] paedagogigii alumno 1775 et 1776 1777,Latin,0,0,1775,0,0,1777,195 x120 mm.,2
2423,9982485500101488,Physica,Tractatus de arithmetica.,Latin,0,0,1774,0,0,1774,187 x 128 mm.,2
2424,9982488970101488,Physica. Metaphysica.,0,Latin,0,0,1687,0,0,1687,200 x 155 mm.,2
2425,9983530360101488,Physica,"Physicae pars prima./Physicæ Pars prima á doctissimo, consultissimoq: D.D. Joe petro Sauvage luxemburgo J.U.L. artium doctore & philosophiæ professore primario dictata, & a Joe Laurentio Dubois hannutensi scripta in celeberrimo falconis almæ universitatis lovaniensis pœdagogio. Anno philosophiæ restaurationis 1766/Physicae pars prima a doctissimo consultissimoque D[omino] D[omino] Jo[ann]e Petro Sauvage luxemburgo J.U.L. artium doctore et philosophiae professore primario dictata, et a Jo[ann]e Laurentio Dubois Hannutensi scripta in celeberrimo Falconis Almae Universitatis Lovaniensis poedagogio. Anno philosophiae restaurationis 1766",Latin,0,0,1765,0,0,1766,197 x 165 mm.,2
2426,9988018010101488,Logica.,In universam Arlis logicam/In universam Ar[istote]lis logicam/Dictata Logicalia minvs Principalia Svb Doctissimo Domino D. Joanne Pauli Virtonensi S.T.L. Nec non celeberrimi pædagogÿ Porcensis philosophiæ Professore Secundario dignissimo Scribebat Joannes Wouters Mechliniensis Anno 1649/Dictata logicalia minus principalia sub doctissimo Domino D. Joanne Pauli Virtonensi S.T.L. nec non celeberrimi pædagogii Porcensis philosophiae professore secundario dignissimo. Scribebat Joannes Wouters Mechliniensis Anno 1649,Latin,0,0,1648,0,0,1650,205 x 155 mm.,2
2427,9991877810101488,Physica,Tractatus de lumine et coloribus,Latin,0,0,1770,0,0,1770,170 x 110  mm.,2
2428,9992136783701488,Logica,Logices pars secundaria,Latin,0,0,1701,0,0,1797,210 x 165  mm.,2
2429,9992136788601488,Logica,Logica realis,Latin,0,0,1701,0,0,1797,213 x 170  mm.,2
2430,9992136793201488,Logica,Logica pars prima. Logica pars secunda,Latin,0,0,1701,0,0,1797,195 x 160  mm.,2
2431,9992139606701488,Metaphysica,Tractatus de metaphÿsica Scribebat c. eug. Denis Floruranus anno M D C C L C C V./Tractatus de metaphysica scribebat C. Eug. Denis Floruranus anno MDCCLCCV.,Latin,0,0,1775,0,0,1775,205 x 135 mm.,2
2432,9992140333701488,Physica,Physices pars pomeridiana/Phijsices pars pomeridiana. A:° 1709/Cursus Philosophici Pars secunda annusq: secundus sive Phijsices Pars Pomeridiana quam Præside doctissimo expertissimoq: domino ac magistro D.no Vrsmaro narez Binchinensi Professore 2dario scripsit jacobus steijaert gandensis in alma vniversitate Lovaniensi 13 maii 1708/Cursus philosophici pars secunda annusq[ue] secundus sive Phijsices pars Pomeridiana quam præside doctissimo expertissimoq[ue] domino ac magistro D[omi]no Ursmaro Narez Binchinensi professore [secun]dario. Scripsit Jacobus Steijaert Gandensis in Alma Universitate Lovaniensi 13 maii 1708,Latin,0,0,1708,0,0,1709,205 x 165 mm.,2
2433,9992149101701488,Major figura,0,Latin/Dutch,0,0,1763,0,0,1763,210 x 165 mm.,2
2434,9992149178901488,Physica,Tractatus de corpore naturali/Elementa astronomiae/Tractatus de cosmographia/Tractatus de geographia mathematica/Tractatus de motu corporum/Tractatus de mechanica/Tractatus de gravitate corporum,Latin,0,0,1777,0,0,1778,178 x 145  mm.,2
2435,9992149181501488,Physica,Tractatus de arithmetica/Tractatus De Arithmeticâ Dictatus â Doctissimo Eruditissimoq' Dno Domino Petro Wuyts ex tongerloo Sacræ theologiæ Licentiato artium Doctore et in celeberrimo Porcensi Pædagogio pphiæ Professore Primario. hac die ia Octobris 1772. Henricus Lengellez Antverpiensis Celeb: Porcensis Pædagogii Alumnus/Tractatus de arithmetica dictatus a doctissimo eruditissimoq[ue] D[omi]no Domino Petro Wuyts ex Tongerloo Sacrae Theologiae Licentiato artium Doctore et in celeberiimo Porcensi pædagogio p[hiloso]phiae professore primario. Hac die [pr]i[m]a Octobris 1772. Henricus Lengellez Antverpiensis celeb[errimo] Porcensis paedagogii alumnus/Quæstiones Arithmetices Dictato a Doctissimo Eruditissimoq' D. Dno Petro Wuijts S: Theol: L: artium Doctore et in celeberrimo Pædagogio Porcensi Philosophiæ professore primario. Hujus libri possessione gaudet M: Lengellez Phil: Porc: Antv: Anno 1772./Quaestiones  arithmetices dictato a doctissimo eruditissimo[que] D[omino] D[omi]no Petro Wuijts S[acrae] Theol[ogiae] L[icentiato] artium Doctore et in celeberrimo paedagogio Porcensi philosophiae professore primario. Hujus libri possessione gaudet M: Lengellez Phil[osophus] Porc[ensis] Antv[erpiensis] Anno 1772.,Latin,0,0,1772,0,0,1773,195 x 155 mm.,2
2436,9992149184401488,Metaphysica,Compendium metaphysices,Latin,0,0,1790,0,0,1790,196 x 130  mm.,2
2437,9992149185101488,Physica,"Vectis primus, vectis secundus, planum inclinatum/De Grauitate. Experientia/Vas Pneumaticum. Bombarda Pneumatica/De Aere . Tabula .13./Tabula .13.",Latin,0,0,1700,0,0,1797,207 x 165 mm.,2
2438,9992149185601488,Physica,Tractatus arithmeticus/Tractatus arithmeticus varus tum ad proxim tum ad speculationem ullustratus exemptis,Latin,0,0,1742,0,0,1742,190 x 155  mm.,2
2439,9992149186001488,Grammatica,0,Latin,0,0,1759,0,0,1759,195 x 170  mm.,2
2440,9992195577201488,Physica. Metaphysica,"Phÿsica sub doctissimo D: Blanche professore pmario Leo Daco 1678/Physica sub doctissimo D[omino] Blanche, professore p[ri]mario Leo Daco 1678/Phÿsica sub doctissimo D: Wavckier professore sdario 1678. Daco/Physica sub doctissimo D[omino] Wauckier, professore s[ecun]dario 1678. Daco/Metaphÿsica",Latin,0,0,1678,0,0,1678,215 x 165  mm.,2
2441,9992196166601488,Physica,"Ad Maiorem Dei Gloriā Sub Patrocinio Beatissimæ Virginis, et Matris Dei Mariæ et SS. Dionÿsii, et Catharinæ Pædagogii Falcensis Patronorum Phÿsicam Inchoavit Henricus Verspecht Asschanus tertia Iunii Āoi 1697/Ad maiorem Dei gloriā[m] sub patrocinio Beatissimæ Virginis et Matris Dei Mariae et SS. Dionysii et Catharinae paedagogii Falc[on]ensis patronorum Physicam inchoavit Henricus Verspecht Asschanus tertia Iunii Ā[nn]o [Domin]i 1697/Physica universa",Latin,0,0,1697,0,0,1698,213x 165  mm.,2
2442,9992196173301488,Physica,Tractatus De Astronomia Dictatus a venerabili Viro Domino Verheyden Artium Doctore et Philosophiæ Professore Primario inchoatus Die 27a julii 1780. Conscriptus vero Joanne Antonio Pierssens Ex Sancti Ægidii Wasiano Pædagogii Castrensis Alumno/Tractatus de astronomia dictatus a venerabili viro domino Verheyden artium doctore et philosophiæ professore primario inchoatus die 27a julii 1780. Conscriptus vero Joanne Antonio Pierssens Ex Sancti Ægidii Wasiano pædagogii Castrensis alumno,Latin,0,0,1780,0,0,1781,193 x 120  mm.,2
2443,9992196247601488,Commentaria in quinque libros decretalium Gregorii noni,"Commentaria in qvinqve libros decretalivm Gregorii noni/Dictata Joannis Liser I.V. Doctoris et SS. Canonum prof. ord. Ex probatissimis Auctoribus Compilata Aucta, correcta et in hanc Formam post vnius Anni laborem noviter Redacta 1693/Dictata Joannis Liser I.U. Doctoris et SS. Canonum prof. ord. Ex probatissimis auctoribus compilata aucta, correcta et in hanc formam post unius anni laborem noviter redacta 1693",0,0,0,1693,0,0,1693,325 x 210 mm.,2
2444,9992196258101488,Metaphysica,Tractatus de metaphysica,Latin,0,0,1771,0,0,1771,195x 135  mm.,2
2445,9992196273001488,Tractatus rhetoricae,Tractatus Rhetoricæ datus á Vener. viro D. O'héarn Rhetoricæ Professore in Celeberrimo Collego S.S. Trinitatis Lov. J. HV Van Baerlem/Tractatus rhetoricae datus á Vener[abile]. viro D. O'Hearn rhetoricae professore in celeberrimo Collego S.S. Trinitatis Lov[aniensis]. J. HV Van Baerlem,Latin,0,0,1784,0,0,1784,177 x 175  mm.,2
